iter	Passed	Remaining
665	12746	6392
666	12780	6380
667	12831	6377
668	12886	6375
669	12918	6362
670	12933	6341
671	12948	6319
672	12963	6298
673	13005	6290
674	13023	6270
675	13041	6250
676	13055	6228
677	13074	6209
678	13085	6186
679	13098	6164
680	13109	6140
681	13126	6120
682	13143	6100
683	13178	6088
684	13201	6070
685	13220	6051
686	13244	6034
687	13277	6021
688	13295	6001
689	13321	5985
690	13352	5970
691	13381	5955
692	13406	5939
693	13432	5922
694	13474	5913
695	13495	5894
696	13522	5878
697	13592	5880
698	13722	5909
699	13999	5999
700	14356	6123
701	14490	6151
702	14592	6165
703	14795	6220
704	14862	6219
705	14925	6215
706	14975	6206
707	15086	6222
708	15185	6232
709	15252	6230
710	15381	6252
711	15504	6271
712	15554	6261
713	15613	6254
714	15683	6251
715	15774	6256
716	15892	6272
717	15985	6278
718	16031	6265
719	16235	6313
720	16447	6364
721	16657	6413
722	16778	6428
723	16860	6427
724	16942	6426
725	17048	6434
726	17134	6434
727	17221	6434
728	17253	6413
729	17288	6394
730	17396	6401
731	17549	6425
732	17666	6435
733	17859	6472
734	18062	6512
735	18173	6518
736	18396	6564
737	18588	6599
738	18703	6605
739	18814	6610
740	18914	6611
741	19144	6656
742	19191	6638
743	19432	6686
744	19563	6696
745	19592	6670
746	19619	6644
747	19645	6618
748	19672	6592
749	19703	6567
750	19734	6543
751	19763	6517
752	19793	6492
753	19820	6466
754	19845	6439
755	19879	6415
756	19920	6394
757	19973	6376
758	20191	6411
759	20320	6417
760	20506	6440
761	20674	6457
762	20747	6444
763	20821	6431
764	20956	6437
765	21079	6439
766	21181	6434
767	21291	6431
768	21359	6416
769	21408	6394
770	21449	6370
771	21496	6348
772	21535	6324
773	21594	6305
774	21621	6277
775	21644	6247
776	21671	6219
777	21695	6190
778	21728	6164
779	21751	6134
780	21775	6105
781	21804	6078
782	21834	6051
783	21864	6023
784	21904	5999
785	21941	5973
786	21964	5944
787	21985	5914
788	22007	5885
789	22028	5855
790	22046	5825
791	22062	5794
792	22079	5763
793	22092	5731
794	22104	5699
795	22117	5668
796	22130	5636
797	22144	5605
798	22162	5575
799	22177	5544
800	22192	5513
801	22207	5482
802	22218	5450
803	22230	5419
804	22239	5387
805	22248	5355
806	22257	5323
807	22267	5291
808	22276	5259
809	22284	5227
810	22293	5195
811	22308	5165
812	22322	5134
813	22333	5103
814	22343	5071
815	22353	5040
816	22362	5008
817	22371	4977
818	22380	4946
819	22390	4915
820	22399	4883
821	22409	4852
822	22418	4821
823	22427	4790
824	22437	4759
825	22445	4728
826	22455	4697
827	22463	4666
828	22471	4635
829	22480	4604
830	22489	4573
831	22497	4542
832	22506	4512
833	22515	4481
834	22523	4450
835	22533	4420
836	22544	4390
837	22555	4360
838	22565	4330
839	22574	4299
840	22583	4269
841	22592	4239
842	22600	4209
843	22609	4179
844	22618	4148
845	22626	4118
846	22636	4088
847	22644	4058
848	22655	4029
849	22664	3999
850	22673	3969
851	22682	3940
852	22692	3910
853	22702	3881
854	22712	3851
855	22722	3822
856	22734	3793
857	22746	3764
858	22758	3735
859	22769	3706
860	22780	3677
861	22791	3648
862	22803	3619
863	22816	3591
864	22831	3563
865	22843	3534
866	22857	3506
867	22867	3477
868	22878	3448
869	22892	3420
870	22906	3392
871	22918	3364
872	22931	3335
873	22943	3307
874	22956	3279
875	22969	3251
876	22980	3223
877	22991	3194
878	23002	3166
879	23014	3138
880	23025	3110
881	23038	3082
882	23051	3054
883	23062	3026
884	23073	2998
885	23084	2970
886	23096	2942
887	23108	2914
888	23119	2886
889	23130	2858
890	23142	2831
891	23153	2803
892	23165	2775
893	23185	2749
894	23198	2721
895	23209	2694
896	23221	2666
897	23230	2638
898	23240	2610
899	23249	2583
900	23258	2555
901	23268	2528
902	23276	2500
903	23285	2472
904	23295	2445
905	23305	2418
906	23314	2390
907	23322	2363
908	23331	2335
909	23340	2308
910	23348	2281
911	23358	2253
912	23367	2226
913	23376	2199
914	23385	2172
915	23393	2145
916	23403	2118
917	23412	2091
918	23420	2064
919	23429	2037
920	23438	2010
921	23447	1983
922	23456	1956
923	23465	1930
924	23474	1903
925	23484	1876
926	23492	1850
927	23501	1823
928	23510	1796
929	23519	1770
930	23527	1743
931	23536	1717
932	23545	1690
933	23554	1664
934	23563	1638
935	23572	1611
936	23581	1585
937	23590	1559
938	23599	1533
939	23607	1506
940	23616	1480
941	23624	1454
942	23633	1428
943	23642	1402
944	23652	1376
945	23660	1350
946	23669	1324
947	23680	1298
948	23690	1273
949	23700	1247
950	23711	1221
951	23722	1196
952	23731	1170
953	23740	1144
954	23749	1119
955	23758	1093
956	23766	1067
957	23776	1042
958	23804	1017
959	23828	992
960	23853	968
961	23878	943
962	23902	918
963	23926	893
964	23949	868
965	23970	843
966	23992	818
967	24017	793
968	24042	769
969	24056	744
970	24069	718
971	24083	693
972	24094	668
973	24105	643
974	24115	618
975	24124	593
976	24133	568
977	24142	543
978	24153	518
979	24163	493
980	24172	468
981	24181	443
982	24189	418
983	24199	393
984	24207	368
985	24220	343
986	24234	319
987	24248	294
988	24264	269
989	24282	245
990	24298	220
991	24315	196
992	24329	171
993	24342	146
994	24354	122
995	24368	97
996	24382	73
997	24394	48
998	24407	24
999	24421	0
