iter	Logloss
324	0.2281160239
325	0.2280279716
326	0.2279554162
327	0.2279083493
328	0.2277988438
329	0.2277252258
330	0.2276443136
331	0.2275846776
332	0.2274835726
333	0.2274169238
334	0.227293552
335	0.2271903278
336	0.227121068
337	0.2269846783
338	0.2269189197
339	0.2268544605
340	0.2267686799
341	0.2267069225
342	0.2265760055
343	0.2264689972
344	0.2263874856
345	0.2262618995
346	0.2261731227
347	0.2260328872
348	0.2259723723
349	0.2258482531
350	0.2257974572
351	0.2257283195
352	0.2256325787
353	0.225475826
354	0.2253729955
355	0.2252722897
356	0.2252080601
357	0.2250701439
358	0.2249924504
359	0.2248768385
360	0.2247502747
361	0.2246283115
362	0.2245297837
363	0.2244305209
364	0.2243591598
365	0.224230823
366	0.2241224171
367	0.2240449206
368	0.2238359293
369	0.2236715587
370	0.2236109827
371	0.2235411123
372	0.2234959405
373	0.2233833774
374	0.2233011574
375	0.2231071304
376	0.2230293761
377	0.2229384176
378	0.2228962457
379	0.2228274543
380	0.2227289116
381	0.2226519844
382	0.222584345
383	0.2225328227
384	0.2224474287
385	0.2223988675
386	0.2223255985
387	0.2222560684
388	0.2221837566
389	0.2220781159
390	0.2219014994
391	0.2218705783
392	0.2216987154
393	0.2216329012
394	0.2215660795
395	0.2214998083
396	0.2214279142
397	0.2213305165
398	0.2212249929
399	0.2211801853
400	0.221126058
401	0.2210565747
402	0.2209243048
403	0.2208178453
404	0.2207306428
405	0.2205582032
406	0.2205079262
407	0.220357248
408	0.220303683
409	0.2201772164
410	0.2200986274
411	0.2199928298
412	0.219888511
413	0.2198226222
414	0.2197382406
415	0.219652967
416	0.2195878772
417	0.2194671167
418	0.2193400891
419	0.2192726966
420	0.219230159
421	0.2191408748
422	0.2189995899
423	0.2189391231
424	0.2189127236
425	0.2188467122
426	0.2187946359
427	0.218709066
428	0.2186372981
429	0.2185882983
430	0.2185068799
431	0.2184159155
432	0.2183852361
433	0.2182672146
434	0.218184679
435	0.2180848466
436	0.2179896907
437	0.217903157
438	0.2178427971
439	0.2178133788
440	0.2177542235
441	0.2176802846
442	0.217610727
443	0.2175590472
444	0.2174473361
445	0.2173840621
446	0.2173236957
447	0.2172522725
448	0.2171794093
449	0.2171038273
450	0.2170369363
451	0.2169921448
452	0.2169210087
453	0.2168234884
454	0.2167552284
455	0.2166637158
456	0.216606225
457	0.2165430438
458	0.2164851945
459	0.2164341199
460	0.2163602289
461	0.2162738875
462	0.2161763811
463	0.216136466
464	0.216047996
465	0.2159711832
466	0.21591786
467	0.215831316
468	0.2157429127
469	0.215660768
470	0.2155953676
471	0.2155369554
472	0.2154985542
473	0.2154421837
474	0.2153601831
475	0.2153061428
476	0.215255526
477	0.2151893457
478	0.2151173644
479	0.2150162983
480	0.2149389341
481	0.2148694097
482	0.214811867
483	0.2147269937
484	0.2146098493
485	0.2145486417
486	0.2144873214
487	0.2144075291
488	0.2143542747
489	0.2143042269
490	0.2142657379
491	0.2141827256
492	0.2141168722
493	0.2140476886
494	0.213973567
495	0.2138951117
496	0.2138431867
497	0.2137616667
498	0.2136946244
499	0.213641669
500	0.2135589797
501	0.2134464025
502	0.2133808119
503	0.2132659244
504	0.2132082421
505	0.213165484
506	0.2131158296
507	0.2130457942
508	0.2129960418
509	0.2128873665
510	0.2127923114
511	0.2126401105
512	0.212568936
513	0.2124980193
514	0.2124472968
515	0.2123648293
516	0.2123178838
517	0.2122789563
518	0.2121756616
519	0.2121080211
520	0.2120081695
521	0.2119393387
522	0.2118623748
523	0.2117909232
524	0.2117235043
525	0.211685234
526	0.211615779
527	0.2115536561
528	0.2114100551
529	0.2113487095
530	0.2113009184
531	0.2112646495
532	0.2111630857
533	0.2111129018
534	0.2110223175
535	0.2108970655
536	0.2107682042
537	0.2107035666
538	0.2106367467
539	0.2105906794
540	0.2105250701
541	0.2104364326
542	0.2103851825
543	0.210352082
544	0.2102762343
545	0.2101977975
546	0.2101291527
547	0.2100851474
548	0.2099966529
549	0.2099509392
550	0.2098963922
551	0.2098749501
552	0.2097940807
553	0.209692289
554	0.2096042951
555	0.2095349972
556	0.2094361716
557	0.2093785374
558	0.2093077899
559	0.2092716547
560	0.2091912541
561	0.2091319036
562	0.2090909741
563	0.209000175
564	0.2089426916
565	0.208903192
566	0.2088488692
567	0.2087938751
568	0.2087168464
569	0.2086675413
570	0.2086137641
571	0.2085505832
572	0.208494095
573	0.2084075308
574	0.2083296016
575	0.2082519204
576	0.2081578582
577	0.2081197869
578	0.2080370978
579	0.2080063031
580	0.2079136063
581	0.2078583282
582	0.2078235404
583	0.2077608235
584	0.2076718061
585	0.2076153168
586	0.2075687068
587	0.2074711718
588	0.2073719922
589	0.2073233592
590	0.2072541547
591	0.2072053022
592	0.2071534377
593	0.20708842
594	0.2070249824
595	0.2069574883
596	0.20687651
597	0.2068361591
598	0.2067681041
599	0.2067139912
600	0.2066328019
601	0.2065515064
602	0.2065090842
603	0.2063823091
604	0.2063040146
605	0.2062635169
606	0.2061837774
607	0.2061132266
608	0.2060514179
609	0.2059079672
610	0.2058331362
611	0.2058064079
612	0.2057735757
613	0.2056958352
614	0.2056340653
615	0.2055981349
616	0.205560102
617	0.2054589972
618	0.2054052668
619	0.2053133249
620	0.2052793855
621	0.205207122
622	0.2051366445
623	0.2050771837
624	0.2050259033
625	0.204994078
626	0.2049564652
627	0.2049160916
628	0.2049077618
629	0.2048543168
630	0.2048126398
631	0.2047660435
632	0.2047142408
633	0.204675109
634	0.204628088
635	0.2045791064
636	0.2045083618
637	0.204433823
638	0.2043960228
639	0.2043467402
640	0.2042987347
641	0.2041863
642	0.2041729817
643	0.2040860801
644	0.2040346657
645	0.2039655386
646	0.2038730916
647	0.203804025
648	0.2037000663
649	0.2036338368
650	0.2035781257
651	0.2035376953
652	0.2034796749
653	0.2034221655
654	0.2033561399
655	0.2033158603
656	0.203259292
657	0.2032183151
658	0.2031438779
659	0.2030913663
660	0.2030478469
661	0.2029614024
662	0.2028817477
663	0.2028354363
664	0.2027845815
665	0.2027494716
666	0.2026974988
667	0.2026388072
668	0.20259032
669	0.2025401296
670	0.2024985681
671	0.2024449927
672	0.2023959711
673	0.2023521026
674	0.2023139121
675	0.2022751989
676	0.2022361149
677	0.2021944948
678	0.2021367959
679	0.2020777908
680	0.2020341741
681	0.2019773701
682	0.2019539468
683	0.2019058799
684	0.2018650822
685	0.201823355
686	0.2017479809
687	0.2017048863
688	0.2016552639
689	0.2015735826
690	0.2015371283
691	0.2014483279
692	0.2014207447
693	0.2013311436
694	0.2012867375
695	0.2011652143
696	0.2010686781
697	0.2009864226
698	0.2009345547
699	0.2008664914
700	0.2008021316
701	0.2007723621
702	0.2007276839
703	0.2007008365
704	0.2006235796
705	0.2005532912
706	0.2005091082
707	0.2004732415
708	0.2003992411
709	0.2002975788
710	0.2002378243
711	0.2002011709
712	0.2001525233
713	0.2001084472
714	0.2000709978
715	0.2000513492
716	0.1999811198
717	0.1999118306
718	0.199877414
719	0.1998144083
720	0.1997567681
721	0.1996799837
722	0.1996059651
723	0.1995682961
724	0.1995062336
725	0.1994657223
726	0.1993801684
727	0.1993388385
728	0.1992963583
729	0.1992656224
730	0.1992422788
731	0.1992093604
732	0.1991566843
733	0.1991086215
734	0.1990491257
735	0.1990197947
736	0.1989675755
737	0.1989119917
738	0.1988478596
739	0.1987386273
740	0.1987176394
741	0.1986843295
742	0.1986295823
743	0.1985690277
744	0.1985016905
745	0.1984361062
746	0.198409497
747	0.198341787
748	0.198270229
749	0.1982060941
750	0.1981688487
751	0.198108544
752	0.198084991
753	0.1980442395
754	0.1980101664
755	0.1979776053
756	0.1979070011
757	0.1978508711
758	0.1977868461
759	0.1977401356
760	0.1976810159
761	0.1976071257
762	0.1975653596
763	0.1975382413
764	0.1974710991
765	0.197422216
766	0.1973805304
767	0.197320158
768	0.1972846054
769	0.1971362018
770	0.1970888917
771	0.197049691
772	0.1969442094
773	0.1969084808
774	0.1968586407
775	0.196811119
776	0.1967384305
777	0.1966778799
778	0.1966294391
779	0.1966018218
780	0.19651576
781	0.196448275
782	0.1964239181
783	0.1963634002
784	0.1962990474
785	0.1962524888
786	0.1962037965
787	0.1961808091
788	0.1960690826
789	0.1960193457
790	0.1959452505
791	0.1959289698
792	0.1958650748
793	0.1958242276
794	0.1957810235
795	0.1957417013
796	0.1956778951
797	0.195634945
798	0.1955889217
799	0.1955377102
800	0.1955022843
801	0.1954289307
802	0.1953751814
803	0.1953389085
804	0.1952922554
805	0.1952596774
806	0.1952173124
807	0.1951292281
808	0.1950386437
809	0.195006331
810	0.1949416805
811	0.1948714391
812	0.1947953716
813	0.1947555034
814	0.1947258109
815	0.194664359
816	0.1946357142
817	0.194568884
818	0.1945156252
819	0.1944838664
820	0.1944430598
821	0.1944002792
822	0.1943326465
823	0.1942890739
824	0.1942267368
825	0.1941886317
826	0.194144846
827	0.1941154803
828	0.1940529309
829	0.194003292
830	0.1939506835
831	0.193933062
832	0.1938573282
833	0.1938271987
834	0.1937912928
835	0.1937493072
836	0.1937018607
837	0.1936072216
838	0.1935514619
839	0.1934886248
840	0.1934513272
841	0.1934255341
842	0.1934132583
843	0.1933811034
844	0.193331451
845	0.1932846312
846	0.1932597839
847	0.1932280482
848	0.1931726555
849	0.1931419347
850	0.1931129084
851	0.1930609647
852	0.1930082309
853	0.1929646758
854	0.1928884131
855	0.1928146261
856	0.1927805913
857	0.1927245437
858	0.1926733295
859	0.1926174217
860	0.1925815963
861	0.1925299728
862	0.1924963253
863	0.1924445874
864	0.1923900216
865	0.1923561544
866	0.1922985274
867	0.1922477604
868	0.1922054947
869	0.1921220025
870	0.1920730651
871	0.1920339283
872	0.1919812957
873	0.1919470632
874	0.1919154447
875	0.1918727325
876	0.1918159195
877	0.1917823491
878	0.1917552399
879	0.1917195166
880	0.1916773031
881	0.1916233926
882	0.1915921034
883	0.1915345474
884	0.1914964798
885	0.1914772327
886	0.1914076123
887	0.1913589086
888	0.1913201829
889	0.1912910811
890	0.1912549821
891	0.1911918648
892	0.1911447375
893	0.1911173793
894	0.1910775962
895	0.1910104901
896	0.1909839625
897	0.1909387106
898	0.1908940113
899	0.190835124
900	0.1907702453
901	0.1907158687
902	0.1906577475
903	0.1905805586
904	0.1905473919
905	0.1904845891
906	0.1904604232
907	0.1904222964
908	0.1903797625
909	0.1903335788
910	0.1902982142
911	0.1902317676
912	0.1902086929
913	0.1901665338
914	0.1901418669
915	0.1900883236
916	0.1900617024
917	0.1900183014
918	0.1899818716
919	0.1899202546
920	0.1898938778
921	0.1898682116
922	0.189780431
923	0.1897264414
924	0.1897029616
925	0.1896535482
926	0.1896095717
927	0.1895926851
928	0.1895478857
929	0.1894896836
930	0.1894506296
931	0.1893887065
932	0.1893273566
933	0.1892870235
934	0.1892336519
935	0.1891652135
936	0.189129498
937	0.1890826741
938	0.1890479886
939	0.1890241309
940	0.1889626212
941	0.1889455128
942	0.1889089502
943	0.1888775214
944	0.1888438527
945	0.18881161
946	0.1887660023
947	0.1887484411
948	0.1886817654
949	0.188634576
950	0.1885900292
951	0.1885404567
952	0.18851707
953	0.1884814328
954	0.1884113589
955	0.1883755118
956	0.1883460448
957	0.1882869726
958	0.1882518465
959	0.1882094103
960	0.1881735364
961	0.1881514627
962	0.1881015464
963	0.1880563576
964	0.188011522
965	0.1879618402
966	0.1879374054
967	0.1878837446
968	0.1878362518
969	0.187797557
970	0.1877509368
971	0.1877106206
972	0.1876532694
973	0.1876004068
974	0.1875787541
975	0.1875534776
976	0.1875174525
977	0.1874844946
978	0.1874277729
979	0.1873897434
980	0.1873680301
981	0.1873301729
982	0.1873013765
983	0.1872714462
984	0.1872518338
985	0.1872049382
986	0.1871573634
987	0.1871100155
988	0.1870610344
989	0.1870148812
990	0.1869660346
991	0.1868942069
992	0.1868490195
993	0.1868173227
994	0.1867920337
995	0.1867435615
996	0.1866924857
997	0.1866691949
998	0.1866280748
999	0.1865979378
